sku,name,translated
SU.102.KL-72-CZ,72mm key-operated lever handle LAGOS CZARNA,72mm schlüsselbetätigter Drücker LAGOS CZARNA
SU.102.BO-CZ,Handle with lever handle without opening LAGOS CZARNA,Griff mit Hebelgriff ohne Öffnung LAGOS CZARNA
SU.102.WC-72-CZ,Handle with escutcheon LAGOS WC CZARNA 72,Drücker mit Rosette LAGOS WC CZARNA 72
SU.102.R-CZ,Handle with escutcheon LAGOS CZARNA,Drücker mit Rosette LAGOS CZARNA
SU.102.CZ.PRGR,Lagos handle Black,Lagos-Griff Schwarz
SU.102.WK-90-ST,Swinghandle with 90 mm insert LAGOS STALOWA,Schwenkhebelgriff mit mm-Einsatz LAGOS STALOWA 90
SU.102.KL-90-ST,Swinghandle with 90mm key-plate LAGOS STALOWA,Schwenkhebelgriff mit 90mm Schlüsselplatte LAGOS STALOWA
SU.102.WK-72-ST,72mm insert handle LAGOS STALOWA,72mm Einsteckgriff LAGOS STALOWA
SU.102.KL-72-ST,72mm key-operated lever handle LAGOS STALOWA,72mm schlüsselbetätigter Drücker LAGOS STALOWA
SU.102.BO-ST,Handle with escutcheon without opening LAGOS STALOWA,Drücker mit Rosette ohne Öffnung LAGOS STALOWA
SU.102.WC-72-ST,Handle with escutcheon LAGOS WC STALOWA 72,Drücker mit Rosette LAGOS WC STALOWA 72
SU.102.R-ST,Handle with escutcheon LAGOS STALOWA,Drücker mit Rosette LAGOS STALOWA
SU.102.ST.PRGR,Clamp LAGOS STALOWE,Klammer LAGOS STALOWE
SU.108.WK-90-CZ,Swinghandle with 90 mm insert MALTA CZARNA,Schwenkhebelgriff mit mm-Einsatz MALTA CZARNA 90
SU.108.KL-90-CZ,Swinghandle with 90mm key-plate MALTA CZARNA,Schwenkhebelgriff mit 90mm Schlüsselplatte MALTA CZARNA
SU.108.WK-72-CZ,72mm insert handle MALTA CZARNA,72mm Einsteckgriff MALTA CZARNA
SU.108.BO-CZ,Handle with escutcheon without opening MALTA CZARNA,Drücker mit Rosette ohne Öffnung MALTA CZARNA
SU.108.WC-72-CZ,Handle with escutcheon MALTA WC CZARNA 72,Drücker mit Rosette MALTA WC CZARNA 72
SU.108.R-CZ,Handle with escutcheon MALTA CZARNA,Drücker mit Rosette MALTA CZARNA
SU.108.CZ.PRGR,Malta Handles Black,Malta Griffe Schwarz
SU.108.WK-90-ST,Swinghandle with 90 mm insert MALTA STALOWA,Schwenkhebelgriff mit mm-Einsatz MALTA STALOWA 90
SU.108.KL-90-ST,Swinghandle with 90mm key-plate MALTA STALOWA,Schwenkhebelgriff mit 90mm Schlüsselplatte MALTA STALOWA
SU.108.WK-72-ST,72mm insert handle MALTA STALOWA,72mm Einsteckgriff MALTA STALOWA
SU.108.KL-72-ST,72mm key-operated lever handle MALTA STALOWA,72mm schlüsselbetätigter Drücker MALTA STALOWA
SU.108.BO-ST,Handle with escutcheon without opening MALTA STALOWA,Drücker mit Rosette ohne Öffnung MALTA STALOWA
SU.108.WC-72-ST,Handle with escutcheon MALTA WC STALOWA 72,Drücker mit Rosette MALTA WC STALOWA 72
SU.108.R-ST,Handle with escutcheon MALTA STALOWA,Drücker mit Rosette MALTA STALOWA
SU.108.ST.PRGR,Malta steel handles,Griffe aus Maltastahl
SU.107.WK-90-CZ,Swinghandle with 90 mm insert ALBA CZARNA,Schwenkhebelgriff mit mm-Einsatz ALBA CZARNA 90
SU.107.KL-90-CZ,Swinghandle with 90mm key-plate ALBA CZARNA,Schwenkhebelgriff mit 90mm Schlüsselplatte ALBA CZARNA
SU.107.WK-72-CZ,72mm insert handle ALBA CZARNA,72mm Einsteckgriff ALBA CZARNA
SU.107.KL-72-CZ,72mm key-operated lever handle ALBA CZARNA,72mm schlüsselbetätigter Drücker ALBA CZARNA
SU.107.BO-CZ,Handle with escutcheon without opening ALBA CZARNA,Drücker mit Rosette ohne Öffnung ALBA CZARNA
SU.107.WC-72-CZ,Handle with escutcheon ALBA WC CZARNA 72,Drücker mit Rosette ALBA WC CZARNA 72
SU.107.R-CZ,Handle with escutcheon ALBA CZARNA,Drücker mit Rosette ALBA CZARNA
SU.107.CZ.PRGR,Alba handles Black,Alba Griffe Schwarz
SU.107.WK-90-ST,Swinghandle with 90 mm insert ALBA STALOWA,Schwenkhebelgriff mit mm-Einsatz ALBA STALOWA 90
SU.107.KL-90-ST,Swinghandle with 90mm key-plate ALBA STALOWA,Schwenkhebelgriff mit 90mm Schlüsselplatte ALBA STALOWA
SU.107.WK-72-ST,72mm insert handle ALBA STALOWA,72mm Einsteckgriff ALBA STALOWA
SU.107.KL-72-ST,72mm key-operated lever handle ALBA STALOWA,72mm schlüsselbetätigter Drücker ALBA STALOWA
SU.107.BO-ST,Handle with escutcheon without opening ALBA STALOWA,Drücker mit Rosette ohne Öffnung ALBA STALOWA
SU.107.WC-72-ST,Handle with escutcheon ALBA WC STALOWA 72,Drücker mit Rosette ALBA WC STALOWA 72
SU.107.R-ST,Handle with escutcheon ALBA STALOWA,Drücker mit Rosette ALBA STALOWA
SU.107.ST.PRGR,Alba steel handles,Alba-Stahlgriffe
SU.107.KO-ST,Window handle ALBA STALOWA,Fenstergriff ALBA STALOWA
SU.107.KO-CZ,Window handle ALBA CZARNA,Fenstergriff ALBA CZARNA
SU.108.KO-ST,Window handle MALTA STALOWA,Fenstergriff MALTA STALOWA
SU.108.KO-CZ,Window handle MALTA CZARNA,Fenstergriff MALTA CZARNA
SU.102.KO-ST,Window handle LAGOS STALOWA,Fenstergriff LAGOS STALOWA
SU.102.KO-CZ,Window handle LAGOS CZARNA,Fenstergriff LAGOS CZARNA
SU.11B.KO-ST,Window handle DEVON STALOWA,Fenstergriff DEVON STALOWA
DI.6963,Hanging mirror BRASO,Hängender Spiegel BRASO
DI.6960,Arched wall mirror ARCH 1,Gewölbter Wandspiegel ARCH 1
DI.7699,Arched wall mirror GOTHIC,Gewölbter Wandspiegel GOTHIC
DI.6672,Arched wall mirror WINDOW,Gewölbter Wandspiegel WINDOW
DI.7700,Hanging square mirror 3x3 GRID,Hängender quadratischer Spiegel 3x3 GRID
DI.7543,Rectangular wall mirror 4x3 GRID,Rechteckiger Wandspiegel 4x3 GRID
DI.754-PRGR,Hanging mirror GRID,Hängender Spiegel GRID
DI.6669,Arched wall mirror ARCH 2,Gewölbter Wandspiegel ARCH 2
PT.A22011,Image 3D LOFT DESZCZ 4,Bild 3D LOFT DESZCZ 4
PT.A22012,Image 3D LOFT SKRZYPACZKA,Bild 3D LOFT SKRZYPACZKA
PT.L22128,Image 3D LOFT ŻYRAFA,Bild 3D LOFT ŻYRAFA
PT.L22133,Image 3D LOFT MASZT,Bild 3D LOFT MASZT
PT.J22405,Image 3D LOFT PLAŻA,Bild 3D LOFT PLAŻA
PT.J22406,Image 3D LOFT BUTY KOWBOJKI,Bild 3D LOFT BUTY KOWBOJKI
PT.J22407,Image 3D LOFT CZERWONY KAPELUSZ 1,Bild 3D LOFT CZERWONY KAPELUSZ 1
PT.J22408,Image 3D LOFT CZERWONY KAPELUSZ 2,Bild 3D LOFT CZERWONY KAPELUSZ 2
PT.L22106,Image 3D LOFT KOŃ 2,Bild 3D LOFT KOŃ 2
PT.L22144,Image 3D LOFT AUTO TERENOWE,Bild 3D LOFT AUTO TERENOWE
PT.L21862,Image 3D LOFT JELEŃ 2,Bild 3D LOFT JELEŃ 2
PT.L22116,Image 3D LOFT PORT,Bild 3D LOFT PORT
PT.F21910,Image 3D LOFT MOZAIKO 2,Bild 3D LOFT MOZAIKO 2
PT.F21911,Image 3D LOFT MOZAIKO 3,Bild 3D LOFT MOZAIKO 3
PT.F21913,Image 3D LOFT MOZAIKO 4,Bild 3D LOFT MOZAIKO 4
PT.F22206,Image 3D LOFT MOZAIKO 5,Bild 3D LOFT MOZAIKO 5
PT.L21854,Image 3D LOFT MOZAIKO 6,Bild 3D LOFT MOZAIKO 6
PT.L20683,Image 3D LOFT KROWA 2,Bild 3D LOFT KROWA 2
PT.G120929,Image 3D LOFT TAŃCZĄCA PARA 1,Bild 3D LOFT TAŃCZĄCA PARA 1
PT.G120931,Image 3D LOFT TAŃCZĄCA PARA 2,Bild 3D LOFT TAŃCZĄCA PARA 2
PT.L19107,Image 3D LOFT SAMOCHÓD FORMUŁY 1,Bild 3D LOFT SAMOCHÓD FORMUŁY 1
PT.L20605,Image 3D LOFT OKIENNICA,Bild 3D LOFT OKIENNICA
PT.L19102,Image 3D LOFT KROWA 3,Bild 3D LOFT KROWA 3
PT.P110607,Image 3D LOFT KOBIECY AKT,Bild 3D LOFT KOBIECY AKT
PT.Y182058,Image 3D LOFT PANELE,Bild 3D LOFT PANELE
PT.F22202,Image 3D LOFT MOZAIKO 7,Bild 3D LOFT MOZAIKO 7
PT.A22020,Image 3D LOFT LATARNIA MORSKA 2,Bild 3D LOFT LATARNIA MORSKA 2
PT.J22410,Image 3D LOFT AUTO SPORTOWE,Bild 3D LOFT AUTO SPORTOWE
PT.A21510,Image 3D LOFT LIŚCIE,Bild 3D LOFT LIŚCIE
PT.L21507,Image 3D LOFT ZEGAR,Bild 3D LOFT ZEGAR
PT.L21509,Image 3D LOFT MAŁPY,Bild 3D LOFT MAŁPY
PT.A21513,Metal wall decoration 3D LOFT SŁOŃCE,Wanddekoration aus Metall 3D LOFT SŁOŃCE
PT.J22402,Image 3D LOFT KWIATY ŻÓŁTE,Bild 3D LOFT KWIATY ŻÓŁTE
PT.L22123,Image 3D LOFT KWIATY CZERWONE,Bild 3D LOFT KWIATY CZERWONE
PT.J22404,Image 3D LOFT CIELAK,Bild 3D LOFT CIELAK
PT.L22118,Image 3D LOFT PIES,Bild 3D LOFT PIES
PT.U20324,Image 3D LOFT LUDZIE NA ULICY,Bild 3D LOFT LUDZIE NA ULICY
PT.L21110BT,Image 3D LOFT MOZAIKO 8,Bild 3D LOFT MOZAIKO 8
ZA.N16-W-CZ,Leg 71cm 8x2 FLAT BASIC CZARNA,Bein 71cm 8x2 FLAT BASIC CZARNA
ZA.N-W-CZ-PRGR,Legs 71cm FLAT BASIC,Legs 71cm FLAT BASIC
ZA.N09.W.CZ,Leg 71cm KĄTOWNIK CZARNA,Bein 71cm KĄTOWNIK CZARNA
ZA.N09.W.ST,Leg 71cm KĄTOWNIK STALOWA,Bein 71cm KĄTOWNIK STALOWA
ZA.N09.W,Legs 71cm KĄTOWNIK,Legs 71cm KĄTOWNIK
KS.D.N03,Leg KLAMRA DĘBOWA,Bein KLAMRA DĘBOWA
ZA.N07.W.ST,Leg 75x71cm KOLMIO STALOWA,Bein 75x71cm KOLMIO STALOWA
ZA.N07.W.CZ,Leg 75x71cm KOLMIO CZARNA,Bein 75x71cm KOLMIO CZARNA
ZA.N07.W,Legs KOLMIO,Beine KOLMIO
ZA.N08.W.CZ,Leg 80x71cm KWADRO MEZZO CZARNA,Bein 80x71cm KWADRO MEZZO CZARNA
ZA.N08.W.ST,Leg 80x71cm KWADRO MEZZO STALOWA,Bein 80x71cm KWADRO MEZZO STALOWA
ZA.N14-W-CZ,Leg KWADROX BASIC,Bein KWADROX BASIC
ZA.N08.W,Legs KWADRO MEZZO,Beine KWADRO MEZZO
ZA.N12-W-CZ,Leg TRAPEZ BASIC,Bein TRAPEZ BASIC
KS.D.N02,Leg TRAPEZ DĘBOWA,Bein TRAPEZ DĘBOWA
ZA.N15-W-CZ,Type leg Y,Typ Bein Y
KS.D.N01,Type leg Y DĘBOWA,Typ Bein Y DĘBOWA
ZA.N13-W-CZ,Leg 72x75 URIS BASIC,Bein 72x75 URIS BASIC
ZA.N11-W-CZ,Leg KWADRO BASIC,Bein KWADRO BASIC
AD016-PB,Bed SARA 2,Bett SARA 2
ZA.N16-N-CZ,Leg 31cm 8x2 FLAT BASIC CZARNA,Bein 31cm 8x2 FLAT BASIC CZARNA
ZA.N09.N.ST,Leg 45cm KĄTOWNIK STALOWA,Bein 45cm KĄTOWNIK STALOWA
ZA.N09.N.CZ,Leg 45cm KĄTOWNIK CZARNA,Bein 45cm KĄTOWNIK CZARNA
ZA.N09.N-S,Legs 45cm KĄTOWNIK,Beine 45cm KĄTOWNIK
ZA.N08.N.ST,Leg 40x45cm KWADRO MEZZO STALOWA,Bein 40x45cm KWADRO MEZZO STALOWA
ZA.N08.N.CZ,Leg 40x45cm KWADRO MEZZO CZARNA,Bein 40x45cm KWADRO MEZZO CZARNA
ZA.PSE.N-CZ,Leg 40x45 - PRESTIGE CZARNA,Bein 40x45 - PRESTIGE CZARNA
ZA.PSE.N.PRGR,Legs PRESTIGE,Beine PRESTIGE
ZA.LTR-CZ,Leg 40x45 TRAPEZ CZARNA,Bein 40x45 TRAPEZ CZARNA
ZA.N13-N-CZ,Leg 40x45 URIS BASIC,Bein 40x45 URIS BASIC
ZA.N13.PRGR,Legs URIS BASIC,Beine URIS BASIC
ZA.N06.W-CZ,Leg PAJĄK,Bein PAJĄK
RS.HK.2546-P-CZ,Hook JERRY,Haken JERRY
RS.HK.2546-L-CZ,Hook PAUL,Haken PAUL
RS.HK.2030-CZ,Hook MARK,Haken MARK
RS.HK.2023-CZ,Hook JACOB,Haken JACOB
RS.HK.CZ.PRGR,Hook PERSONS 2,Haken PERSONS 2
RS.HK.2003-CZ,Hook JUMP MINI,Haken JUMP MINI
RS.HK.2010-CZ,Hook HUMAN 2,Haken HUMAN 2
RS.HK.2015-ST,Hook KOLEJ MAŁY STALOWY,Haken KOLEJ MAŁY STALOWY
RS.HK.2015-CZ,Hook KOLEJ MAŁY CZARNY,Haken KOLEJ MAŁY CZARNY
RS.HK.2015-CW,Hook KOLEJ MAŁY CZERWONY,Haken KOLEJ MAŁY CZERWONY
RS.HK.2015.PRGR,Hooks KOLEJ MAŁE,Häkchen KOLEJ MAŁE
SE10002.NGB,Extra rail kit for sliding door systems 100cm 02-NGB,Zusätzlicher Schienensatz für Schiebetürsysteme 100cm 02-NGB
RS.PH.1021-CZ,120mm handle COUNTRY CZARNY,120mm Griff COUNTRY CZARNY
RS.HK.2045-CZ,Hook GWÓŹDŹ KOLEJOWY CZARNY,Haken GWÓŹDŹ KOLEJOWY CZARNY
RS.HK.2045-ST,Hook GWÓŹDŹ KOLEJOWY STALOWY,Haken GWÓŹDŹ KOLEJOWY STALOWY
RS.HK.2045-CW,Hook GWÓŹDŹ KOLEJOWY CZERWONY,Haken GWÓŹDŹ KOLEJOWY CZERWONY
RS.HK.2045.PRGR,Hooks GWÓŹDŹ KOLEJOWY,Häkchen GWÓŹDŹ KOLEJOWY
RS.HK.2100-CZ,Hook RELING CZARNY,Haken RELING CZARNY
RS.HK.2100-ST,Hook RELING STALOWY,Haken RELING STALOWY
RS.HK.2100-CW,Hook RELING CZERWONY,Haken RELING CZERWONY
RS.HK.2100.PRGR,Hooks RELING,Häkchen RELING
RS.HK.2021-CZ,Hook 150mm KUTY DUŻY,Haken 150mm KUTY DUŻY
RS.PH.1001-ST,Handle ŁUKOWY,Handle ŁUKOWY
RS.HK.2012-ST,60mm right MAŁY,60mm rechts MAŁY
RS.HK.2022-CZ,80mm right BARANIE ROGI,80mm rechts BARANIE ROGI
RS.KB.4174-ST,Smooth Knob 2,Glatter Knopf 2
RS.STUD-26X35,Dome nail KUTY 26X35,Kuppelnagel KUTY 26X35
MAR0309-140,Bed with box MARIKA IV- 140,Bett mit Box MARIKA IV- 140
MAR0309-160,Bed with box MARIKA IV- 160,Bett mit Box MARIKA IV- 160
MAR0309-180,Bed with box MARIKA IV- 180,Bett mit Box MARIKA IV- 180
MAR0309-PRGR,Bed with box MARIKA IV,Bett mit Box MARIKA IV
70.087E.AI.100,Shell handle PROSTOKĄTNY 100,Muschelgriff PROSTOKĄTNY 100
MC005.PRGR,Bed JAGNA,Bett JAGNA
ZA.N07.N.ST,Leg 46X45cm KOLMIO STALOWA,Bein 46X45cm KOLMIO STALOWA
ZA.N07.N.CZ,Leg 46X45cm KOLMIO CZARNA,Bein 46X45cm KOLMIO CZARNA
ZA.N07.N,Leg 46cm KOLMIO,Bein 46cm KOLMIO
GA.FL-100X210,Glass door 100x210 Fluted glass WOVENA,Glastür 100x210 Riffelglas WOVENA
GA.FL-90X210,Glass door 90x210 Fluted glass WOVENA,Glastür 90x210 Riffelglas WOVENA
GA.FL.PRGR,Glass doors WOVENA,Glastüren WOVENA
PT.SF21010-B,Metal sculpture TEATR 2,Metall-Skulptur TEATR 2
C146,Credentials MEXICANA 5,Berechtigungsnachweise MEXICANA 5
C139,Website MEXICANA 5,Website MEXICANA 5
C254.3,Bench MEXICANA 6 200,Bank MEXICANA 6 200
C254.2,Bench MEXICANA 6 160,Bank MEXICANA 6 160
C254,Bench MEXICANA 6,Bank MEXICANA 6
70.462.AI.40,Single pulley block,Einzelner Flaschenzug
C178,Cabinet RTV MEXICANA 5,Kabinett RTV MEXICANA 5
PK1.O-15X60-2,Shelf Raw OFLIS DĄB 2X15X60,Regal Roh OFLIS DĄB 2X15X60
PK1.O-15X80-2,Shelf Raw OFLIS DĄB 2X15X80,Regal Roh OFLIS DĄB 2X15X80
PK1.O-15X100-2,Shelf Raw OFLIS DĄB 2X15X100,Regal Roh OFLIS DĄB 2X15X100
PK1.O-15X120-2,Shelf Raw OFLIS DĄB 2X15X120,Regal Roh OFLIS DĄB 2X15X120
PK.O-20X60-2,Shelf Raw OFLIS DĄB 2X20X60,Regal Roh OFLIS DĄB 2X20X60
PK.O-20X80-2,Shelf Raw OFLIS DĄB 2X20X80,Regal Roh OFLIS DĄB 2X20X80
PK.O-20X120-2,Shelf Raw OFLIS DĄB 2X20X120,Regal Roh OFLIS DĄB 2X20X120
PK1.O-15X60-3,Shelf Raw OFLIS DĄB 3X15X60,Regal Roh OFLIS DĄB 3X15X60
PK1.O-15X80-3,Shelf Raw OFLIS DĄB 3X15X80,Regal Roh OFLIS DĄB 3X15X80
PK1.O-15X100-3,Shelf Raw OFLIS DĄB 3X15X100,Regal Roh OFLIS DĄB 3X15X100
PK1.O-15X120-3,Shelf Raw OFLIS DĄB 3X15X120,Regal Roh OFLIS DĄB 3X15X120
PK.O-20X60-3,Shelf Raw OFLIS DĄB 3X20X60,Regal Roh OFLIS DĄB 3X20X60
PK.O-20X80-3,Shelf Raw OFLIS DĄB 3X20X80,Regal Roh OFLIS DĄB 3X20X80
PK.O-20X100-3,Shelf Raw OFLIS DĄB 3X20X100,Regal Roh OFLIS DĄB 3X20X100
PK.O-20X120-3,Shelf Raw OFLIS DĄB 3X20X120,Regal Roh OFLIS DĄB 3X20X120
PK1.O-OL-15X60-2,Shelf Natural Oil OFLIS DĄB 2X15X60,Regal Naturöl OFLIS DĄB 2X15X60
PK1.O-OL-15X80-2,Shelf Natural Oil OFLIS DĄB 2X15X80,Regal Naturöl OFLIS DĄB 2X15X80
PK1.O-OL-15X100-2,Shelf Natural Oil OFLIS DĄB 2X15X100,Regal Naturöl OFLIS DĄB 2X15X100
PK1.O-OL-15X120-2,Shelf Natural Oil OFLIS DĄB 2X15X120,Regal Naturöl OFLIS DĄB 2X15X120
PK1.O-OL-20X60-2,Shelf Natural Oil OFLIS DĄB 2X20X60,Regal Naturöl OFLIS DĄB 2X20X60
PK1.O-OL-20X80-2,Shelf Natural Oil OFLIS DĄB 2X20X80,Regal Naturöl OFLIS DĄB 2X20X80
PK1.O-OL-20X100-2,Shelf Natural Oil OFLIS DĄB 2X20X100,Regal Naturöl OFLIS DĄB 2X20X100
PK1.O-OL-20X120-2,Shelf Natural Oil OFLIS DĄB 2X20X120,Regal Naturöl OFLIS DĄB 2X20X120
PK1.O-OL-15X60-3,Shelf Natural Oil OFLIS DĄB 3X15X60,Regal Naturöl OFLIS DĄB 3X15X60
PK1.O-OL-15X80-3,Shelf Natural Oil OFLIS DĄB 3X15X80,Regal Naturöl OFLIS DĄB 3X15X80
PK1.O-OL-15X100-3,Shelf Natural Oil OFLIS DĄB 3X15X100,Regal Naturöl OFLIS DĄB 3X15X100
PK1.O-OL-15X120-3,Shelf Natural Oil OFLIS DĄB 3X15X120,Regal Naturöl OFLIS DĄB 3X15X120
PK1.O-OL-20X60-3,Shelf Natural Oil OFLIS DĄB 3X20X60,Regal Naturöl OFLIS DĄB 3X20X60
PK1.O-OL-20X80-3,Shelf Natural Oil OFLIS DĄB 3X20X80,Regal Naturöl OFLIS DĄB 3X20X80
PK1.O-OL-20X100-3,Shelf Natural Oil OFLIS DĄB 3X20X100,Regal Naturöl OFLIS DĄB 3X20X100
PK1.O-OL-20X120-3,Shelf Natural Oil OFLIS DĄB 3X20X120,Regal Naturöl OFLIS DĄB 3X20X120
PK1.O-BR-15X60-2,Shelf Oil Brown OFLIS DĄB 2X15X60,Regalöl Braun OFLIS DĄB 2X15X60
PK1.O-BR-15X80-2,Shelf Oil Brown OFLIS DĄB 2X15X80,Regalöl Braun OFLIS DĄB 2X15X80
PK1.O-BR-15X100-2,Shelf Oil Brown OFLIS DĄB 2X15X100,Regalöl Braun OFLIS DĄB 2X15X100
PK1.O-BR-15X120-2,Shelf Oil Brown OFLIS DĄB 2X15X120,Regalöl Braun OFLIS DĄB 2X15X120
PK.O-BR-20X60-2,Shelf Oil Brown OFLIS DĄB 2X20X60,Regalöl Braun OFLIS DĄB 2X20X60
PK.O-BR-20X80-2,Shelf Oil Brown OFLIS DĄB 2X20X80,Regalöl Braun OFLIS DĄB 2X20X80
PK.O-BR-20X100-2,Shelf Oil Brown OFLIS DĄB 2X20X100,Regalöl Braun OFLIS DĄB 2X20X100
PK.O-BR-20X120-2,Shelf Oil Brown OFLIS DĄB 2X20X120,Regalöl Braun OFLIS DĄB 2X20X120
PK1.O-BR-15X60-3,Shelf Oil Brown OFLIS DĄB 3X15X60,Regalöl Braun OFLIS DĄB 3X15X60
PK1.O-BR-15X80-3,Shelf Oil Brown OFLIS DĄB 3X15X80,Regalöl Braun OFLIS DĄB 3X15X80
PK1.O-BR-15X100-3,Shelf Oil Brown OFLIS DĄB 3X15X100,Regalöl Braun OFLIS DĄB 3X15X100
PK1.O-BR-15X120-3,Shelf Oil Brown OFLIS DĄB 3X15X120,Regalöl Braun OFLIS DĄB 3X15X120
PK1.O-BR-20X60-3,Shelf Oil Brown OFLIS DĄB 3X20X60,Regalöl Braun OFLIS DĄB 3X20X60
PK1.O-BR-20X80-3,Shelf Oil Brown OFLIS DĄB 3X20X80,Regalöl Braun OFLIS DĄB 3X20X80
PK1.O-BR-20X100-3,Shelf Oil Brown OFLIS DĄB 3X20X100,Regalöl Braun OFLIS DĄB 3X20X100
PK1.O-BR-20X120-3,Shelf Oil Brown OFLIS DĄB 3X20X120,Regalöl Braun OFLIS DĄB 3X20X120
PK.O.PRGR,Shelves OFLIS DĄB,Regale OFLIS DĄB
HOR-100X210,Doors HORIZON 100X210 SUROWE,Türen HORIZON 100X210 SUROWE
HOR-OL-100X210,Doors HORIZON 100X210 OLEJ NATURALNY,Türen HORIZON 100X210 OLEJ NATURALNY
HOR-BR-100X210,Doors HORIZON 100X210 OLEJ BRĄZ,Türen HORIZON 100X210 OLEJ BRĄZ
HOR-100X200.PRGR,Doors HORIZON DĄB,Türen HORIZON DĄB
C161,Bed MEXICANA 2,Bett MEXICANA 2
70.086.AI1.PRGR,Furniture knob PIONEK Z ROZETĄ,Möbelknopf PIONEK Z ROZETĄ
MD.1042-07,Furniture bolt LIŚĆ,Möbelschraube LIŚĆ
MD.1044-07,Furniture bolt ZAOKRĄGLONA,Möbelschraube ZAOKRĄGLONA
MD.1045-07,Furniture bolt GROT,Möbelschraube GROT
MD.1019-07,Furniture key PROSTY,Möbelschlüssel PROSTY
MD.1031-04,Furniture key RUSTYK 2,Möbelschlüssel RUSTYK 2
MD.1035-04,Furniture key OWALNY,Möbelschlüssel OWALNY
MD.2104,Furniture knob GUZIK MINI,Möbelknopf GUZIK MINI
MD.2050,Furniture knob GUZIK 2,Möbelknopf GUZIK 2
MD.2052,Furniture knob PIERŚCIEŃ,Möbelknopf PIERŚCIEŃ
MD.1261P,Right-hand furniture hinge RUSTYK 2,Möbelscharnier rechts RUSTYK 2
MD.1262L,Furniture hinge left RUSTYK 2,Möbelscharnier links RUSTYK 2
MD.126.PRGR,Furniture hinge RUSTYK 2,Möbelscharnier RUSTYK 2
MD.1283,Furniture signboard RUSTYK PIONOWY,Möbel-Schild RUSTYK PIONOWY
MD.1284,Furniture signboard RUSTYK POZIOMY,Möbel-Schild RUSTYK POZIOMY
MD.1285,Furniture sign without hole RUSTYK,Möbelschild ohne Loch RUSTYK
MD.128.PRGR,Furniture signboard RUSTYK,Möbel-Schild RUSTYK
MD.1286,Furniture handle smooth sign 95mm DEKORACYJNY,Möbelgriff glattes Schild 95mm DEKORACYJNY
MD.1287,Furniture handle key ring 95mm DEKORACYJNY,Möbelgriff Schlüsselanhänger 95mm DEKORACYJNY
MD.128.95.PRGR,Furniture handle 95mm DEKORACYJNY,Möbelgriff 95mm DEKORACYJNY
MD.1288,Furniture handle plain sign 35mm DEKORACYJNY,Möbelgriff schlichtes Schild 35mm DEKORACYJNY
MD.1289,Furniture handle key ring 35mm DEKORACYJNY,Möbelgriff Schlüsselanhänger 35mm DEKORACYJNY
MD.128.35.PRGR,Furniture handle 35mm DEKORACYJNY,Möbelgriff 35mm DEKORACYJNY
MD.1194,Vertical furniture key ring ZDOBIONY,Vertikaler Möbel-Schlüsselanhänger ZDOBIONY
MD.1195,Horizontal furniture key ring ZDOBIONY,Horizontaler Möbel-Schlüsselanhänger ZDOBIONY
MD.1196,Furniture sign without hole ZDOBIONY,Möbelschild ohne Loch ZDOBIONY
MD.119.PRGR,Furniture signboard ZDOBIONY,Möbel-Schild ZDOBIONY
MD.1197,Furniture handle plain sign 85mm ZDOBIONY,Möbelgriff schlichtes Schild 85mm ZDOBIONY
MD.1198,Furniture handle key ring 85mm ZDOBIONY,Möbelgriff Schlüsselanhänger 85mm ZDOBIONY
MD.119.85.PRGR,Furniture handle 85mm ZDOBIONY,Möbelgriff 85mm ZDOBIONY
MD.1199,Furniture handle plain sign 30mm ZDOBIONY,Möbelgriff schlichtes Schild 30mm ZDOBIONY
MD.1200,Furniture handle key ring 30mm ZDOBIONY,Möbelgriff Schlüsselanhänger 30mm ZDOBIONY
MD.119.120.PRGR,Furniture handle 30mm ZDOBIONY,Möbelgriff 30mm ZDOBIONY
MD.1003,25mm overlay furniture lock PROSTY,25-mm-Auflage-Möbelschloss PROSTY
MD.1004,Furniture lock 30mm overlay PROSTY,Möbelschloss 30mm Auflage PROSTY
MD.1005,35mm furniture lock PROSTY,35mm Möbelschloss PROSTY
MD.1006,"Furniture lock, overlay 40mm PROSTY","Möbelschloss, aufliegend 40mm PROSTY"
MD.1007,Furniture lock overlay 45mm PROSTY,Möbelschloss-Auflage 45mm PROSTY
MD.100.PRGR,Overlay furniture lock PROSTY,Overlay-Möbelschloss PROSTY
01.644.HF.32,Dome nail 32x40mm KUTY,Kuppelnagel 32x40mm KUTY
ZA.006.FH-C10,Furniture handle FARMHOUSE,Möbelgriff FARMHOUSE
SE.L01-ST.NGB,Sliding door lock NGB STALOWY,Schiebetürschloss NGB STALOWY
SE.L01-CZ.NGB,Sliding door lock NGB CZARNY,Schiebetürschloss NGB CZARNY
SE.L01-NGB,Locks for sliding doors NGB,Schlösser für Schiebetüren NGB
SE.SPK-306BF,Folding door Sliding Door Hardware HARMONIJKA,Beschläge für Falt- und Schiebetüren HARMONIJKA
CL-OL-80X120,Wood Top 80x120 Natural oil CASTLE,Holzplatte 80x120 Naturöl CASTLE
CL-OL-80X140,Wood Top 80x140 Natural oil CASTLE,Holzplatte 80x140 Naturöl CASTLE
CL-OL-80X160,Wood Top 80x160 Natural oil CASTLE,Holzplatte 80x160 Naturöl CASTLE
CL-OL-80X180,Wood Top 80x180 Natural oil CASTLE,Holzplatte 80x180 Naturöl CASTLE
